Time (s),Accel_X (m/s^2),Accel_Y (m/s^2),Accel_Z (m/s^2)
0.0,-1.0525903416392335,9.959201046476338,0.8423821480719482
0.01,-0.3623177220103644,9.26453453271689,0.7989090515196156
0.02,-0.030281729853505218,9.367864479728038,0.2203361147941008
0.03,2.871778060930186,10.171113130045274,-0.32332521281300197
0.04,0.03269552088309369,9.810343726782301,0.7370370289138547
0.05,-1.3123812635045473,12.8908046323433,0.5857111608109715
0.06,0.35854603951625774,10.301377058393479,1.4955134197515927
0.07,0.054324488327513576,9.481279849532907,2.2027307488166747
0.08,2.5942179985382685,9.741304276258209,0.0002682174133625814
0.09,0.06508644614152748,9.523867411880682,2.3758602374145625
0.1,-0.5715999143598901,10.269018112588437,4.364446492894712
0.11,0.7220576646612291,11.230892243078788,0.5282781753968857
0.12,-0.2913359941161797,10.292258817737984,3.3493704898781007
0.13,1.6816715414191747,10.145923994711685,1.9868871326539401
0.14,-0.02563759540008559,9.453143285401008,1.908692504074816
0.15,1.0675811303689957,12.194280932884336,2.348246693563597
0.16,0.8664005068129517,8.838040531309904,1.9465616765683624
0.17,3.0116706435968608,7.2385341939323915,3.8076550797396744
0.18,1.1333112760339565,10.162891478071703,1.6853448849809165
0.19,2.146606699376679,10.120234117930037,3.263624671545895
0.2,2.6407970683567816,10.396400519688862,3.79644623186283
0.21,2.733971762009517,9.898922675108551,4.935766196642433
0.22,2.5522074854066497,10.77076240994755,3.778645494196521
0.23,2.7745846732390835,10.826718562420716,3.9677100373968237
0.24,2.6959043799107083,9.481251107615346,4.6546223845605805
0.25,3.623117129574136,10.303688923203472,4.919564950305458
0.26,4.4687243606594285,10.909120462834702,6.117673442624044
0.27,2.7994535168247547,7.475959277570522,4.495299295758973
0.28,2.2465229387842114,7.89590011391104,5.06678878195588
0.29,4.097439190032526,10.911417672069067,4.819124450318871
0.3,4.356329270179969,10.681652171001362,4.998078049808041
0.31,3.2245237979157193,10.374743454280793,6.146603317843247
0.32,3.7709656104151366,8.415984621124299,6.324891693260964
0.33,3.550239592369806,10.540866811683191,5.797222440198694
0.34,3.395844663995747,9.428906817480744,5.643535496870938
0.35000000000000003,3.2451305949243356,9.921844061746103,6.686013313744054
0.36,3.3148042176086276,9.971087404823605,6.666232256991399
0.37,1.864830458566857,9.268738239216777,5.9790897449440354
0.38,3.924102032277353,10.604425122683045,6.436314192184266
0.39,4.100113598594506,9.631232081215089,7.132449479378208
0.4,3.477909392584652,10.510467080869146,7.992001636871696
0.41000000000000003,2.3640730872629265,8.589443067500468,7.439123267129036
0.42,3.5270247677199222,9.254141972824018,7.519561163511599
0.43,1.7814537851386225,8.28477777240301,7.542605763733199
0.44,4.653136631559406,9.84931122227762,8.184851041393541
0.45,5.49202638165955,8.692227647606519,7.663212866771885
0.46,4.628147474822926,7.827491605150346,9.294174455183784
0.47000000000000003,5.546954176497779,9.36781559325416,8.061230803583701
0.48,3.937610515737328,8.76742172990424,6.7776577379060345
0.49,3.240254042527418,9.134202789187635,8.894853334683146
0.5,4.4093742916841725,8.667336852108129,8.130581999698713
0.51,3.4197507404885354,9.099181737036215,8.25072003956047
0.52,5.093128315603333,7.55144724875462,8.22848640595964
0.53,4.5467597405599935,8.105129005965587,7.871592090334215
0.54,1.4546927898069466,8.814730012309097,7.708599502263901
0.55,6.20191655381807,9.053993199492277,8.565675079507912
0.56,4.73878379380685,8.997252407593841,10.251346493830907
0.5700000000000001,5.236630397958843,7.906577624117061,10.177821043196438
0.58,6.890963378845713,10.468519452882745,7.813657597446991
0.59,5.709944508555976,7.848212325502921,6.7828431769746445
0.6,7.545984097493241,8.27856836670195,8.291573387336388
0.61,5.677621047063051,8.020782762275411,9.197397515036382
0.62,5.773891310333381,7.941793153234387,9.675570071985463
0.63,5.929452623462722,8.858606616055106,9.46142143167464
0.64,6.191989159365007,7.813520179822184,10.111428871233214
0.65,6.720122447389426,9.540996227754214,9.771464880834444
0.66,6.300337064249864,8.315022076326333,10.450947043583742
0.67,6.374986784510113,6.79987468847282,9.721494310945426
0.68,7.190629389270256,6.855944214072927,11.444776944004362
0.6900000000000001,5.970527812263244,8.266447753903398,10.34599623349669
0.7000000000000001,6.036938543138765,8.455127648721065,8.093991238392626
0.71,6.6559702599128645,5.447162027045627,9.689398836392321
0.72,5.908157556620338,6.876758708982803,10.57262883238023
0.73,6.303025803750861,7.756131189584507,10.696114032898524
0.74,8.598690293913695,8.113276893657186,11.015369869318356
0.75,7.641606256367836,6.56586677965313,10.844774017352485
0.76,5.184400859573508,9.338877749575964,11.657893669661407
0.77,6.640236738675662,7.696475309943143,9.131989144155058
0.78,7.339332180890707,6.825093136922402,9.838428774995513
0.79,6.7880929723774415,7.4776964770640175,8.996218240952423
0.8,7.310962709281402,6.305555553126248,10.507595593602703
0.81,7.484294436170321,7.836021368189959,10.86639893913358
0.8200000000000001,10.505679971923772,6.820172012067222,10.744081573033657
0.8300000000000001,7.607704539386047,6.583487155549785,10.039006266023634
0.84,8.257025284390721,7.749210994147878,9.826781521575644
0.85,6.9937807866777835,6.3960995056661325,10.79999416447218
0.86,7.29145640730867,8.351729061121691,10.73028143413105
0.87,8.405640503393977,7.05920629039013,11.456405993993735
0.88,7.9530041144714225,6.915317903969017,8.775174699036866
0.89,6.714640568172417,6.110443259461795,9.788067257587029
0.9,9.263129486077045,7.400382984356032,7.273108401858416
0.91,9.615734172063696,5.962516905474881,8.9705863282577
0.92,6.761681357255846,8.513241851723325,9.975033983295612
0.93,7.879930983039355,6.04215404557672,10.054945293458182
0.9400000000000001,6.696503278122105,5.906859091435808,9.345938121306437
0.9500000000000001,6.692510565387065,5.9951711581466345,10.612419008975525
0.96,8.256274209837658,5.631168050390453,9.501748651786082
0.97,7.618438584617314,6.440625654404695,10.077236651236067
0.98,8.248294118981201,6.04576605785476,9.785887896798494
0.99,9.984104834561375,6.367635539695743,8.465530306058922
1.0,7.365920149249423,4.81373739334235,9.503960112425132
1.01,10.506274712034388,3.3739692158157055,9.980786018669448
1.02,7.85687451877606,6.8968848457981515,11.04585751118426
1.03,7.669677419886981,5.83343501712845,9.405444304411906
1.04,8.753722297484078,5.3904187883034425,7.538287459862127
1.05,10.537074655354047,4.322940279367936,6.8833290405395
1.06,7.800998487448283,4.010929312258998,9.167907450096722
1.07,9.127385805284403,4.689729175468221,8.862997615412885
1.08,9.099803836371454,5.09036535132623,7.138350358795665
1.09,8.898321127980747,4.23362887122453,8.870955307120363
1.1,9.320781278707015,4.799546334406806,8.959848389959737
1.11,9.385236040478487,4.9357866617429895,8.727695952823352
1.12,7.670491540753385,3.966437661724016,9.349636014936774
1.1300000000000001,9.105562978498329,4.407091466261673,9.015694917153798
1.1400000000000001,8.431892369125386,3.8959837545483893,8.772614281656871
1.1500000000000001,8.200563899683107,4.038453350248199,8.069713394330385
1.16,12.860162805307262,2.6514621458319585,6.679229453188263
1.17,9.1057001924959,3.367203740945313,7.1159664642675
1.18,8.67925680099822,4.05514224907511,7.664499562108483
1.19,9.86868926557289,4.551480027351548,6.663429884123852
1.2,9.765517265107391,2.9719307543651166,6.762602081335707
1.21,8.88306537862892,3.0535884154136776,6.56970347620807
1.22,10.581716551143002,3.184793764113931,6.720656531869369
1.23,8.502315341347188,4.169199073799386,4.9149090695373605
1.24,9.574625263770931,2.0104584124027403,7.09136395653584
1.25,9.37277386257947,2.4372961910482105,7.265067988852523
1.26,10.483419797357936,4.868006788722055,6.2724633632603055
1.27,9.591470477646373,3.548286289516846,6.521683976068684
1.28,8.864197446477883,2.679226039198361,5.297516919268787
1.29,8.24160712587923,2.126295267831834,3.7247960334340076
1.3,10.812807185907067,1.4099033372039085,4.773636846596403
1.31,8.680876903249247,2.986753412396511,5.518104999868585
1.32,7.131535840625238,2.223535308748121,5.719501830640199
1.33,8.87710946707039,2.592426883300944,6.031771344895045
1.34,8.547209673636262,3.2967771577621257,5.196067359562017
1.35,10.690234649904632,0.8580223151034121,4.350525115923731
1.36,10.634022978352238,3.761973637596181,4.532058152360206
1.37,10.078043470577933,2.744419689687712,4.69354658040215
1.3800000000000001,11.265400012924742,0.884848602710298,4.383331933895363
1.3900000000000001,9.001262852954408,3.7153815197819533,1.3469125729089249
1.4000000000000001,8.863717224668902,1.7570043938144615,3.3521047736105363
1.41,11.290264435648044,3.3461043628073144,4.310362196817502
1.42,11.18310795619646,-0.8217577980416699,1.4550430624087958
1.43,8.479004400586616,2.1074291927390707,2.1372948602332746
1.44,10.213125331986834,2.156622638030053,4.1220683129361735
1.45,9.761561852482432,1.5452618139809455,0.5164535880371086
1.46,10.583466411725517,-0.6586250177188531,3.3183648059534643
1.47,9.898403302935819,2.6382129796177614,3.3788251671972396
1.48,9.958532743021339,1.9753806652832204,1.9612831410018112
1.49,9.218234173532148,1.0307527415680926,0.6860723719639779
1.5,11.50445176858754,0.7329276030210495,-0.3363677381825432
1.51,9.45244030732047,-0.0906153999767697,1.822232142079364
1.52,10.916968621342535,1.5948520544973857,0.9790504093843909
1.53,10.651800602992843,-0.7414697403597279,0.1393219496280511
1.54,9.654926001793884,1.0187132113489643,1.3591859420400592
1.55,9.798972640823461,0.3016141388089174,0.370268122140087
1.56,8.267158344794,0.5408396776783545,1.0206607441934605
1.57,10.188458667772313,-0.15743412808985177,-0.5491649140442735
1.58,9.295470297416491,-0.8056698514159621,1.2596336900459684
1.59,11.10593559867487,-0.12130260918927892,0.9551192844508084
1.6,8.757848320326453,-1.0132897630888595,-1.821909476581005
1.61,10.604065115007284,-0.6945021659635915,-0.4559634195655256
1.62,10.011887118808703,-0.5098416274966697,-0.7332999267179822
1.6300000000000001,11.588128433857106,0.06721120075409248,-1.3999850083188694
1.6400000000000001,11.041697516397727,-0.6236650014843493,-2.029524843505818
1.6500000000000001,8.143047100196675,-1.3611947250574041,-0.23427208861896887
1.6600000000000001,9.897037342712617,0.11018332823039989,-1.899029302422966
1.67,8.653911609835111,-2.211967021186057,-1.5241088186423881
1.68,9.697057741162402,-0.170378624455074,-1.2520870873065317
1.69,7.8528806647930764,0.20952086338636344,-2.110520884690035
1.7,9.831781610570944,-2.323930078122755,-1.6694161691436475
1.71,7.752181068203513,-0.8450511314486042,-2.4413525581813995
1.72,9.210707287585254,-2.1964949308585857,-2.473920350902392
1.73,10.075875572604096,-1.31454938026327,-3.233065383549451
1.74,7.548198089878309,-0.8701685002205443,-4.190359460472582
1.75,9.863669362518381,-2.4375458216390946,-2.452426332231262
1.76,9.279706742787896,-2.0579490281855066,-3.822219202100116
1.77,10.445582901627875,-0.5066927796162359,-4.308977896940425
1.78,10.32057241320752,-2.206684874926804,-4.290391070546157
